"b'elon musk has just invested a new form of ass, thiccer and juicier than any that have come before it'",Positive,0.13636363636363635
"b'RT @PeoplesWorld: The electric car firm, Tesla Motors, of publicity-hungry entrepreneur Elon Musk, will be put on trial by the National Lab\xe2\x80\xa6'",Negative,-0.2
b'#news Elon Musk: we need to regulate THE social media https://t.co/rgOxXkpPve',Positive,0.03333333333333333
b'Meet Elon Musk -  A Living Legend https://t.co/PbBL3fkT70 https://t.co/IsWwrtrIHj',Neutral,0.0
"b'RT @ElonMuskNewsOrg: New wave of Tesla Model 3 configuration invites goes out as they fix the rollout, says Elon Musk https://t.co/JXl9VeQ5\xe2\x80\xa6'",Positive,0.13636363636363635
"b'#Starlink, la red de 4.425 #sat\xc3\xa9lites de #bandaancha de Elon #Musk, es aprobada y deber\xc3\xa1 estar operativa antes de 2\xe2\x80\xa6 https://t.co/qC12aKnBEV'",Neutral,0.0
b'RT @TheEconomist: Elon Musk could run out of money before fulfilling his dream of turning his factory into an \xe2\x80\x9calien dreadnought\xe2\x80\x9d of automa\xe2\x80\xa6',Negative,-0.25
"b""RT @techreview: According to OpenAI's new charter, its mission going forward will be developing \xe2\x80\x9chighly autonomous systems that outperform\xe2\x80\xa6""",Positive,0.2681818181818182
"b""RT @BGXGlobal: Elon Musk Worries That AI Research Will Create an 'Immortal Dictator'. \xf0\x9f\x91\xb9 #BGX is more optimistic. \xf0\x9f\x91\x8d We believe that #AI will\xe2\x80\xa6""",Positive,0.5
b'RT @ElectrekCo: Elon Musk gives first glimpse inside Tesla Model 3 production\xc2\xa0line https://t.co/GunWeMIXq3 by @fredericlambert https://t.co\xe2\x80\xa6',Positive,0.25
b'RT @WaterSolarWind: Elon Musk: \xe2\x80\x98crazy\xe2\x80\x99 to let social media go unchecked https://t.co/aBy5HxMCjh',Negative,-0.2833333333333333
b'RT @CNBC: Elon Musk: \xe2\x80\x98Mark my words \xe2\x80\x94 A.I. is far more dangerous than nukes\xe2\x80\x99 https://t.co/uOBGmM6P1L',Neutral,0.0
b'RT @TheEconomist: Elon Musk could run out of money before fulfilling his dream of turning his factory into an \xe2\x80\x9calien dreadnought\xe2\x80\x9d of automa\xe2\x80\xa6',Negative,-0.25
b'Documentary \xe2\x80\x98Do You Trust This Computer?\xe2\x80\x99 free to stream courtesy of Elon Musk https://t.co/oh9L5TwnP8 https://t.co/SWwMF0SzFp',Positive,0.2
b'RT @TheEconomist: Elon Musk could run out of money before fulfilling his dream of turning his factory into an \xe2\x80\x9calien dreadnought\xe2\x80\x9d of automa\xe2\x80\xa6',Negative,-0.25
